Clause^WordFunction
40.1:4.w1-w5^head head head specifier head 
40.1:4.w6-w10^head head head specifier head 
40.1:4.w11-w15^head head head specifier head 
40.1:5.w1-w8^head head head specifier head specifier specifier head 
40.1:5.w9-w16^head head head specifier head specifier specifier head 
40.1:5.w17-w21^head head head specifier head 
40.1:6.w1-w7^head head head specifier head specifier head 
40.1:6.w8-w16^head head head specifier head specifier head specifier head 
40.1:7.w1-w5^head head head specifier head 
40.1:7.w6-w10^head head head specifier head 
40.1:7.w11-w15^head head head specifier head 
40.1:8.w1-w5^head head head specifier head 
40.1:8.w6-w10^head head head specifier head 
40.1:8.w11-w15^head head head specifier head 
40.1:9.w1-w5^head head head specifier head 
40.1:9.w6-w10^head head head specifier head 
40.1:9.w11-w15^head head head specifier head 
40.10:1.w1-w11^head head specifier definer head qualifier head head head head definer 
40.10:1.w2-w6^head specifier definer head qualifier 
40.10:1.w12-w14^head head head 
40.10:1.w15-w21^head head definer head connector definer head 
40.10:10.w1-w4^head head specifier head 
40.10:10.w5-w11^head definer head connector head connector head 
40.10:10.w12-w18^head head specifier head specifier head qualifier 
40.10:10.w12^head 
40.10:11.w1-w8^specifier head head head head connector head head 
40.10:11.w1-w2_2^specifier head 
40.10:11.w10-w14^head specifier head head head 
40.10:11.w15-w16^head head 
40.10:11.w17-w19^head head head 
40.10:12.w1_2^head 
40.10:13.w1-w7^head head head head specifier head head 
40.10:13.w8-w13^head specifier head qualifier specifier head 
40.10:13.w14-w18^head head head head head 
40.10:13.w19-w24^specifier head qualifier specifier head head 
40.10:14.w1-w6^head head head head head head 
40.10:14.w7-w11^head head specifier head qualifier 
40.10:14.w12-w19^head specifier specifier head connector specifier head definer 
40.10:15.w1-w3^head head head 
40.10:15.w4-w12^head head head head connector head specifier head qualifier 
40.10:15.w4^head 
40.10:15.w13-w16^head specifier head definer 
40.10:16.w1_2^head 
40.10:16.w2-w4^head head head 
40.10:16.w5-w9^head head specifier head qualifier 
40.10:16.w10-w12^head head head 
40.10:16.w13-w15^head specifier head 
40.10:16.w16-w17^head head 
40.10:16.w18-w20^head specifier head 
40.10:17.w1-w5^head head specifier specifier head 
40.10:17.w6-w10^head head head specifier head 
40.10:17.w11-w17^head specifier specifier head qualifier head head 
40.10:18.w1-w15^head specifier head head connector head head specifier head specifier head head connector specifier head 
40.10:18.w1-w3^head specifier head 
40.10:19.w1-w4^head head head head 
40.10:19.w5-w10^head head head head head head 
40.10:19.w7_2^head 
40.10:19.w8-w10^head head head 
40.10:19.w11-w19^head head head specifier definer specifier head head head 
40.10:19.w18-w19^head head 
40.10:2.w1-w8^specifier head definer head specifier head head head 
40.10:2.w1_2^specifier 
40.10:2.w9-w13^head head specifier head head 
40.10:2.w11-w13^specifier head head 
40.10:2.w14-4.w11^head head specifier head qualifier connector head head specifier head connector head specifier head qualifier head connector head head connector head specifier head head head specifier head connector head head specifier head connector head specifier head specifier head head head 
40.10:20.w1-w6^head head head head specifier head 
40.10:20.w5-w6_2^specifier head 
40.10:20.w7-w16^head specifier head specifier head qualifier specifier head specifier head 
40.10:20.w13-w16^specifier head specifier head 
40.10:21.w1-w6^head head head head specifier head 
40.10:21.w7-w9^head head head 
40.10:21.w10-w14^head head head specifier head 
40.10:21.w15-w17^head head head 
40.10:22.w1-w9^head head head specifier head specifier specifier head qualifier 
40.10:22.w3-w9^head specifier head specifier specifier head qualifier 
40.10:22.w10_3^head 
40.10:22.w15-w16^head head 
40.10:23.w1-w8^head head head head specifier specifier head definer 
40.10:23.w9-w12^head specifier specifier head 
40.10:23.w13-w16^head head head head 
40.10:23.w17-w23^head qualifier head specifier head specifier head 
40.10:23.w24-w30^head head head specifier head specifier head 
40.10:24.w1-w6^head head head specifier specifier head 
40.10:24.w7-w12^head head specifier specifier head qualifier 
40.10:25.w1-w9^head specifier head head head head head head qualifier 
40.10:25.w4-w9^head head head head head qualifier 
40.10:25.w10-w16^head specifier head head head head qualifier 
40.10:25.w17-w21^head specifier head head head 
40.10:25.w22-w26^definer head specifier head qualifier 
40.10:26.w1-w4^head head head head 
40.10:26.w5-w8^head head head head 
40.10:26.w8_2^head 
40.10:26.w9-w11^head head head 
40.10:26.w12-w13^head head 
40.10:26.w14-w16^head head head 
40.10:27.w1-w6^head head head specifier specifier head 
40.10:27.w11-w20^head head specifier specifier head head head specifier specifier head 
40.10:27.w12-w16^head specifier specifier head head 
40.10:28.w1-w14^head head head specifier specifier head specifier head specifier head head head head head 
40.10:28.w4-w8^specifier specifier head specifier head 
40.10:28.w9-w14^specifier head head head head head 
40.10:28.w9^specifier 
40.10:28.w14_2^head 
40.10:28.w15-w26^head head head specifier head connector head connector head head specifier head 
40.10:28.w18-w26^specifier head connector head connector head head specifier head 
40.10:28.w20-w26^connector head connector head head specifier head 
40.10:29.w1-w5^head definer head head head 
40.10:29.w6-w18^head head specifier head head head specifier specifier head specifier specifier head qualifier 
40.10:30.w1-w10^qualifier head head specifier head specifier head definer head head 
40.10:30.w1_2^qualifier 
40.10:30.w9_2^head 
40.10:31.w1-w3^head head head 
40.10:31.w4-w7^definer head head head 
40.10:32.w1-w9^definer head head head specifier head specifier specifier head 
40.10:32.w1^definer 
40.10:32.w10-w21^head head specifier head specifier specifier head qualifier head specifier specifier head 
40.10:33.w1-w8^head head head head head specifier specifier head 
40.10:33.w9-w19^head head head specifier specifier head qualifier head specifier specifier head 
40.10:34.w1-w2^head head 
40.10:34.w3-w9^head head head head specifier specifier head 
40.10:34.w5-w9^head head specifier specifier head 
40.10:34.w10-w13^head head head head 
40.10:34.w12-w13^head head 
40.10:34.w14-w15^head head 
40.10:34.w15_2^head 
40.10:35.w1-w20^head head head head specifier specifier head qualifier head head specifier specifier head qualifier head head specifier specifier head qualifier 
40.10:35.w3-w8^head head specifier specifier head qualifier 
40.10:35.w9-w14^head head specifier specifier head qualifier 
40.10:35.w15-w20^head head specifier specifier head qualifier 
40.10:36.w1-w7^head head specifier head specifier head qualifier 
40.10:37.w1-w7^specifier head head connector head specifier head 
40.10:37.w12-w23^head specifier head head connector head specifier head head head qualifier head 
40.10:37.w13-w19^specifier head head connector head specifier head 
40.10:38.w1-w15^head head head head specifier head qualifier head head specifier head head head qualifier head 
40.10:38.w2-w7^head head head specifier head qualifier 
40.10:38.w8-w11^head head specifier head 
40.10:39.w1-w5^specifier head specifier head qualifier 
40.10:39.w8-w17^head specifier head specifier head qualifier specifier head head head 
40.10:39.w9-w15^specifier head specifier head qualifier specifier head 
40.10:4.w8-w11^specifier head head head 
40.10:4.w8^specifier 
40.10:40.w1-w3^specifier head head 
40.10:40.w6-w13^head specifier head head head specifier head head 
40.10:40.w7-w9^specifier head head 
40.10:40.w7^specifier 
40.10:40.w11-w13^specifier head head 
40.10:41.w1-w6^specifier head head specifier head qualifier 
40.10:41.w10-w19^head specifier head head specifier head qualifier head qualifier head 
40.10:41.w11-w16^specifier head head specifier head qualifier 
40.10:42.w1-w14^head head head head head specifier head definer head qualifier head specifier head qualifier 
40.10:42.w15-w17^head head head 
40.10:42.w18-w23^head qualifier head specifier head qualifier 
40.10:5.w1-w9^definer specifier head head specifier head head head head 
40.10:5.w7-w9^head head head 
40.10:5.w9_2^head 
40.10:5.w10-w14^specifier head qualifier head head 
40.10:5.w15-w20^head specifier head qualifier head head 
40.10:6.w1-w10^head head head specifier specifier head specifier head head qualifier 
40.10:6.w7-w8_2^specifier head 
40.10:7.w1_2^head 
40.10:7.w4_2^head 
40.10:7.w5-w10^head head specifier head specifier head 
40.10:8.w1_2^head 
40.10:8.w3-w4^head head 
40.10:8.w5-w6^head head 
40.10:8.w7-w8^head head 
40.10:8.w9-w10^head head 
40.10:8.w11-w12^head head 
40.10:9.w1-w11^head head head connector head connector head specifier specifier head qualifier 
40.11:1.w1-w2^head head 
40.11:1.w3-w11^head head specifier head head specifier definer head qualifier 
40.11:1.w7-w11^head specifier definer head qualifier 
40.11:1.w12-w21^head head specifier head head head specifier specifier head qualifier 
40.11:1.w14-w15_2^specifier head 
40.11:1.w16-w21^head head specifier specifier head qualifier 
40.11:10.w1-w5^head head specifier head head 
40.11:10.w3-w5^specifier head head 
40.11:10.w6_2^head 
40.11:10.w7-w14^head head specifier head qualifier specifier head qualifier 
40.11:10.w15-w21^head head specifier head qualifier specifier head 
40.11:11.w1-w3^head head head 
40.11:11.w4-w12^head head specifier head qualifier head head specifier head 
40.11:11.w13-w23^specifier head head specifier specifier head specifier head head qualifier head 
40.11:11.w13^specifier 
40.11:12.w1-w14^specifier head specifier head head specifier head specifier head specifier head specifier head head 
40.11:12.w1^specifier 
40.11:12.w15-w18^head head head head 
40.11:13.w1-w10^definer head specifier head connector specifier head specifier head head 
40.11:13.w1_2^definer 
40.11:14.w1-w4^head head head head 
40.11:14.w4_2^head 
40.11:14.w5-w10^head head head specifier head head 
40.11:14.w8-w10^specifier head head 
40.11:14.w10_2^head 
40.11:15.w1-w3^specifier head head 
40.11:16.w1-w6^head head head specifier head definer 
40.11:16.w7-w13^head head head head specifier specifier head 
40.11:16.w7^head 
40.11:16.w10-w13^head specifier specifier head 
40.11:16.w14-17.w1^head head specifier head head 
40.11:16.w15-w17^head specifier head 
40.11:17.w2-w3^head head 
40.11:17.w4-w6^head head head 
40.11:17.w7_2^head 
40.11:17.w8-w10^head head head 
40.11:18.w1-w7^head head head head head head head 
40.11:18.w4-w5^head head 
40.11:18.w6-w7^head head 
40.11:18.w8-w9^head head 
40.11:18.w10-w11^head head 
40.11:19.w1-w8^head specifier head specifier head head head head 
40.11:19.w6_2^head 
40.11:19.w7-w8^head head 
40.11:19.w9-w10^head head 
40.11:19.w11_2^head 
40.11:19.w12-w19_2^head head connector head head head connector head 
40.11:19.w16^head 
40.11:19.w20-w27^head head specifier head specifier specifier head qualifier 
40.11:2.w1-3.w2^specifier head head head specifier specifier head specifier head specifier head head specifier specifier head qualifier head head 
40.11:2.w1^specifier 
40.11:2.w4-w11^head specifier specifier head specifier head specifier head 
40.11:2.w12-w16^head specifier specifier head qualifier 
40.11:20.w1-w12^head head head specifier head specifier head head specifier definer head qualifier 
40.11:20.w3-w12^head specifier head specifier head head specifier definer head qualifier 
40.11:20.w6-w12^specifier head head specifier definer head qualifier 
40.11:20.w13-w15^head head head 
40.11:21.w1-w3^head head head 
40.11:21.w4-w6^head head head 
40.11:21.w7-w19^head head specifier head connector head head specifier head specifier head specifier head 
40.11:21.w16-w19^specifier head specifier head 
40.11:21.w20-w26^head head specifier head connector head head 
40.11:22.w1-w3^head head head 
40.11:22.w4-w11^* connector head head head specifier head qualifier 
40.11:22.w12-w13^head head 
40.11:23.w1-w7^head head head head specifier head head 
40.11:23.w8-w10^specifier head head 
40.11:23.w11-w21^head head specifier head head specifier head specifier head specifier head 
40.11:23.w18-w21^specifier head specifier head 
40.11:23.w22-w26^head head specifier specifier head 
40.11:24.w1-w3^head head head 
40.11:24.w4-w11^head head qualifier head head specifier head qualifier 
40.11:24.w12-w13^head head 
40.11:25.w1-w8^specifier definer specifier head head specifier head head 
40.11:25.w5_2^head 
40.11:25.w9-w17^head head head head specifier head connector specifier head 
40.11:25.w18-w24^head head head specifier head connector head 
40.11:25.w25-w28^head head head head 
40.11:26.w1-w3^head specifier head 
40.11:26.w4-w9^head head head head specifier head 
40.11:27.w1-w7^head head head specifier specifier head qualifier 
40.11:27.w8-w12^head head head specifier head 
40.11:27.w13-w16^head head specifier head 
40.11:27.w17-w21^head specifier head head head 
40.11:27.w22-w25^head head specifier head 
40.11:27.w26-w32^head head head head specifier head head 
40.11:27.w27-w32^head head head specifier head head 
40.11:27.w32_2^head 
40.11:28.w1-w8^head specifier head head specifier head head head 
40.11:28.w5-w6_2^specifier head 
40.11:28.w7-w8^head head 
40.11:28.w9-w11^head head head 
40.11:29.w1-w6^head specifier head qualifier specifier head 
40.11:29.w7-w10^head head specifier head 
40.11:29.w11-w17^head head head connector head specifier head 
40.11:29.w12_2^head 
40.11:29.w18-w23^head head head specifier head qualifier 
40.11:3.w3-w6^head head specifier head 
40.11:3.w5-w6_2^specifier head 
40.11:3.w7-w9^head head head 
40.11:30.w1-w5^specifier head head qualifier head 
40.11:30.w1^specifier 
40.11:30.w6-w11^head specifier head qualifier head head 
40.11:4.w1-w6^head head specifier head head head 
40.11:4.w2_2^head 
40.11:4.w7_2^head 
40.11:4.w10-w11^head head 
40.11:4.w12-w13^head head 
40.11:5.w1-w2^head head 
40.11:5.w3-w5^head head head 
40.11:5.w6-w7^head head 
40.11:5.w8-w10^head head head 
40.11:5.w11-w13^head head head 
40.11:5.w14-w16^head head head 
40.11:6.w1-w9^head head head head head head head specifier head 
40.11:6.w4-w9^head head head head specifier head 
40.11:7.w1-w3^head head head 
40.11:7.w4-w11^head specifier head head specifier head specifier head 
40.11:7.w7-w11^head specifier head specifier head 
40.11:7.w12_2^head 
40.11:7.w18-w21_2^head specifier head head 
40.11:7.w19-w21^specifier head head 
40.11:8.w1-w4^head head head head 
40.11:8.w2_2^head 
40.11:8.w5-w8_2^head specifier head head 
40.11:8.w6-w8^specifier head head 
40.11:8.w9_2^head 
40.11:8.w10-w13^specifier specifier head head 
40.11:8.w10^specifier 
40.11:9.w1-w4^head head head head 
40.11:9.w2_2^head 
40.11:9.w5_2^head 
40.11:9.w6-w8^head head head 
40.11:9.w9-w11^head head qualifier 
40.12:1.w1-w12^specifier definer specifier head head specifier head specifier head specifier specifier head 
40.12:1.w13-w17^specifier head head qualifier head 
40.12:1.w13^specifier 
40.12:1.w18-w23^head head head head head head 
40.12:1.w20-w21^head head 
40.12:1.w22-w23^head head 
40.12:10.w1-w2^head head 
40.12:10.w3-w6_2^head head head definer 
40.12:10.w4-w6^head head definer 
40.12:10.w4^head 
40.12:10.w7-w10^head head head head 
40.12:10.w10_2^head 
40.12:10.w11-w15^head head specifier head head 
40.12:10.w15_2^head 
40.12:10.w16-w18^head head head 
40.12:11.w1-w4^head head head head 
40.12:11.w5-w9^definer head specifier head head 
40.12:11.w5^definer 
40.12:11.w10-w13^head head head definer 
40.12:11.w14-w21^head head head head specifier head specifier head 
40.12:11.w22-w24^head head head 
40.12:11.w25-w26^head head 
40.12:12.w1-w5^head head head head head 
40.12:12.w6-w11^head head specifier head head head 
40.12:12.w10-w11^head head 
40.12:13.w1-w4^head head specifier head 
40.12:13.w5-w8^head qualifier specifier head 
40.12:13.w9-w10^head head 
40.12:13.w11-w16^head head head head head head 
40.12:14.w1_2^head 
40.12:14.w9-w11^head head head 
40.12:15.w1-w6^specifier head head head head head 
40.12:15.w1^specifier 
40.12:15.w4_2^head 
40.12:15.w7-w11^head head head head definer 
40.12:15.w12-w15^head head head definer 
40.12:16.w1-w3^head head head 
40.12:16.w4-w8^head head head head head 
40.12:17.w1-w9^head head specifier head specifier head specifier head head 
40.12:17.w3-w9^specifier head specifier head specifier head head 
40.12:17.w9_2^head 
40.12:18.w1_2^head 
40.12:18.w2-w4_2^specifier head qualifier 
40.12:18.w5-w6^head head 
40.12:18.w7-w9_2^specifier head qualifier 
40.12:18.w10-w15^specifier head head specifier head qualifier 
40.12:18.w16-w21^head specifier head qualifier specifier head 
40.12:18.w22-w26^head head specifier head head 
40.12:19.w1-w2^head head 
40.12:19.w3-w4^head head 
40.12:19.w5-w13^head head head specifier specifier head specifier head qualifier 
40.12:2.w1-w6^specifier head head head head head 
40.12:2.w1^specifier 
40.12:2.w4_2^head 
40.12:2.w7_2^head 
40.12:2.w8-w17^specifier head qualifier head head head head head specifier head 
40.12:2.w12_2^head 
40.12:20.w1-w4^head head head head 
40.12:20.w2_2^head 
40.12:20.w5-w9^head head head head head 
40.12:20.w7_2^head 
40.12:20.w10-w16^head head head specifier head specifier head 
40.12:21.w1-w6^head specifier head qualifier head head 
40.12:22.w1-w7^head head head head definer connector definer 
40.12:22.w4_2^head 
40.12:22.w8-w10^head head head 
40.12:22.w11-w14^head specifier head head 
40.12:22.w15-w16^head head 
40.12:23.w1-w5^head head head head head 
40.12:23.w6-w7^head head 
40.12:23.w8-w13^head head head specifier head qualifier 
40.12:24.w1-w5^specifier head head head head 
40.12:24.w1^specifier 
40.12:24.w4_2^head 
40.12:24.w6-w10^head head head specifier head 
40.12:24.w11-w18^head head specifier specifier head head specifier head 
40.12:25.w1_2^head 
40.12:25.w8-w13^definer head head specifier head head 
40.12:25.w10-w12^head specifier head 
40.12:25.w14-w23^head definer head connector head head specifier head head head 
40.12:25.w19-w21^head specifier head 
40.12:26.w1-w7^head head specifier head specifier head head 
40.12:26.w8-w10^specifier head head 
40.12:26.w11-w16^head head head specifier head qualifier 
40.12:27.w1-w8^head head head specifier head head specifier head 
40.12:27.w9-w14^specifier head qualifier specifier head head 
40.12:27.w15-w20^specifier head head head head qualifier 
40.12:27.w18^head 
40.12:28.w1-w9^head head specifier head qualifier head head specifier head 
40.12:28.w10-w17^head head specifier head specifier head specifier head 
40.12:29.w1-w15^head head head head head specifier specifier head specifier head head specifier head qualifier head 
40.12:29.w5-w10^head specifier specifier head specifier head 
40.12:29.w11-w15^head specifier head qualifier head 
40.12:29.w16-w21^head head head head specifier head 
40.12:29.w22-w27^head head specifier head qualifier head 
40.12:3.w1-w4^head head head head 
40.12:3.w5-w6^head head 
40.12:3.w7-w9^head head head 
40.12:3.w10-w11^head head 
40.12:3.w12-w15^head head specifier head 
40.12:30.w1-w5^specifier head head specifier head 
40.12:30.w1^specifier 
40.12:30.w9-w15^head specifier head head specifier head head 
40.12:30.w10-w14^specifier head head specifier head 
40.12:30.w10^specifier 
40.12:31.w1-w4^specifier head head head 
40.12:31.w5-w11^definer head connector head head specifier head 
40.12:31.w12-w18^specifier head specifier head head head head 
40.12:31.w12^specifier 
40.12:32.w1-w10^head head head head head specifier specifier head specifier head 
40.12:32.w11-w12^head head 
40.12:32.w13-w21^head head head head specifier specifier head specifier head 
40.12:32.w22-w33^head head head connector specifier definer specifier head connector specifier specifier head 
40.12:32.w30-w33_2^connector specifier specifier head 
40.12:33.w1-w5^head head specifier head head 
40.12:33.w6-w10^head specifier head qualifier head 
40.12:33.w11-w15^head head specifier head head 
40.12:33.w16-w20^head specifier head qualifier head 
40.12:33.w21-w27^specifier head specifier head specifier head head 
40.12:33.w21^specifier 
40.12:34.w1-w8^head qualifier head head head head head head 
40.12:34.w5-w6^head head 
40.12:34.w7-w8^head head 
40.12:34.w9-w17^specifier head specifier head specifier head specifier head head 
40.12:34.w9^specifier 
40.12:35.w1-w9^specifier definer head specifier specifier definer head head head 
40.12:35.w10-w19^head specifier definer head specifier specifier definer head head head 
40.12:36.w1-w3^head head head 
40.12:36.w4-w11^head definer head definer head head specifier head 
40.12:36.w8-w11^head head specifier head 
40.12:36.w12-w18^head specifier head head specifier head qualifier 
40.12:37.w1-w6^specifier head specifier head qualifier head 
40.12:37.w1^specifier 
40.12:37.w7-w12^head specifier specifier head qualifier head 
40.12:38.w1-w9^head head head head specifier head connector head head 
40.12:38.w9_2^head 
40.12:38.w10-w15^head head specifier head head head 
40.12:38.w12-w15^specifier head head head 
40.12:39.w1-w5^head head head head head 
40.12:39.w3_2^head 
40.12:39.w6-w11^head head connector head head head 
40.12:39.w12-w16^head head head head head 
40.12:39.w17-w23^head head specifier head head specifier head 
40.12:4.w1-w7^head head specifier specifier head specifier head 
40.12:4.w8-w13^head specifier head specifier head head 
40.12:4.w14_2^head 
40.12:4.w16_2^head 
40.12:4.w20-w23^head head specifier head 
40.12:4.w24-w28^head head specifier head head 
40.12:40.w1-w14^head head head head specifier specifier head specifier head definer head connector definer head 
40.12:40.w15-w30^head head specifier head specifier head specifier specifier head specifier head definer head specifier definer head 
40.12:41.w1-w10^head qualifier head specifier specifier head specifier specifier head definer 
40.12:41.w11-w13^head head head 
40.12:41.w14-w19^head head specifier specifier head qualifier 
40.12:41.w20-w21^head head 
40.12:41.w22-w24^head qualifier head 
40.12:42.w1-w10^head qualifier head specifier specifier head specifier specifier head definer 
40.12:42.w11-w13^head head head 
40.12:42.w14-w24^head head specifier specifier head specifier head head specifier head qualifier 
40.12:42.w21-w24^head specifier head qualifier 
40.12:42.w25-w26^head head 
40.12:42.w27-w29^head qualifier head 
40.12:43.w1-w9^head head specifier definer head head specifier specifier head 
40.12:43.w10-w15^head specifier definer head head head 
40.12:43.w14-w15^head head 
40.12:43.w16-w18^head head head 
40.12:44.w1-w2^head head 
40.12:44.w3-w7^specifier specifier head qualifier head 
40.12:44.w8-w9^head head 
40.12:44.w10-w16^head head head head head head head 
40.12:44.w11_2^head 
40.12:44.w13_2^head 
40.12:44.w14_2^head 
40.12:44.w15-w16^head head 
40.12:45.w1-w2^head head 
40.12:45.w3-w11^head head specifier head definer definer head head qualifier 
40.12:45.w12-w15^head head head head 
40.12:45.w13_2^head 
40.12:45.w16-w25^head head specifier head specifier head definer head specifier head 
40.12:45.w26-w33^head head head specifier head head specifier head 
40.12:46.w1-w5^head head head specifier head 
40.12:46.w6_2^head 
40.12:46.w7-w17^specifier head connector specifier head qualifier head head head head head 
40.12:46.w15-w17^head head head 
40.12:46.w16-w17^head head 
40.12:47.w1-w4^head head head head 
40.12:47.w5_2^head 
40.12:47.w6-w17^specifier head qualifier connector specifier head qualifier head head head head head 
40.12:47.w15-w17^head head head 
40.12:47.w16-w17^head head 
40.12:48.w1-w7^head head head head specifier head head 
40.12:48.w3_2^head 
40.12:48.w5-w7^specifier head head 
40.12:48.w8-w12^head head specifier head qualifier 
40.12:48.w13-w18^head head head specifier head qualifier 
40.12:49.w1-w10^head head specifier head qualifier specifier specifier head qualifier head 
40.12:49.w2-w9^head specifier head qualifier specifier specifier head qualifier 
40.12:49.w11_2^head 
40.12:49.w12-w18_2^specifier head qualifier connector specifier head qualifier 
40.12:5.w1-w6^head head head specifier specifier head 
40.12:5.w7-w17^head specifier head specifier head specifier specifier head specifier head head 
40.12:5.w18-w20^head head head 
40.12:50.w1-w12^head head head head specifier head specifier head qualifier head specifier head 
40.12:50.w13-w20^head qualifier head connector head connector head head 
40.12:6.w1-w3^head head head 
40.12:6.w4-w9^head specifier head head head head 
40.12:7.w1-w10^head head head head head head head head head head 
40.12:7.w4-w10^head head head head head head head 
40.12:7.w6-w7^head head 
40.12:7.w8-w10^head head head 
40.12:7.w11-w15^head head head specifier head 
40.12:8.w1-w9^head head head specifier head specifier head specifier head 
40.12:8.w1^head 
40.12:9.w1-w8^head head head head specifier specifier head qualifier 
40.12:9.w2-w3^head head 
40.13:1.w1-w13^specifier specifier head definer head specifier head specifier head head specifier specifier head 
40.13:1.w5_2^head 
40.13:10.w1-w6^head head specifier head head head 
40.13:10.w2_2^head 
40.13:10.w7-w12^specifier head specifier head head head 
40.13:11.w1-w5^head head head head head 
40.13:11.w3_2^head 
40.13:11.w6-w15^head head head head specifier head specifier head specifier head 
40.13:11.w9-w15^head specifier head specifier head specifier head 
40.13:11.w16-w19^head head head head 
40.13:12.w1-w3^head head head 
40.13:12.w4-w5^head head 
40.13:12.w6-w7^head head 
40.13:12.w8-w11^head head head head 
40.13:12.w12-w17^head head head head specifier head 
40.13:12.w13-w14^head head 
40.13:13.w1-w6^specifier head specifier head head head 
40.13:13.w7-w10^head head head head 
40.13:13.w8_2^head 
40.13:13.w11-w14^head head head head 
40.13:13.w12_2^head 
40.13:13.w15-w16^head head 
40.13:14.w1-w8^head head head specifier head qualifier specifier head 
40.13:14.w7-w8_2^specifier head 
40.13:14.w9-w10^head head 
40.13:14.w11-w14^head head qualifier head 
40.13:14.w15-w17^head head head 
40.13:14.w16_2^head 
40.13:14.w18-w21^head head qualifier head 
40.13:15.w1-w7^head head specifier head specifier head definer 
40.13:15.w8-w12^head specifier head head head 
40.13:15.w13-w17^head specifier head qualifier head 
40.13:15.w18-w21^head head specifier head 
40.13:15.w22-w25^head specifier head head 
40.13:15.w26-w29^head specifier head head 
40.13:15.w30-w31^head head 
40.13:15.w32-w34^head head head 
40.13:16.w1-w5^qualifier head head specifier head 
40.13:16.w1^qualifier 
40.13:16.w6-w7^head head 
40.13:16.w8-w11^head specifier head qualifier 
40.13:16.w12-w13^head head 
40.13:17.w1-w4^head head head head 
40.13:17.w5-w13^head definer head connector head head head head head 
40.13:17.w11-w13^head head head 
40.13:17.w12-w13^head head 
40.13:17.w14-w16^head head head 
40.13:17.w17-w20^head head head head 
40.13:17.w18-w20^head head head 
40.13:17.w19-w20^head head 
40.13:17.w21-w23^head head head 
40.13:18.w1-w7^head head head specifier head specifier head 
40.13:18.w6-w7_2^specifier head 
40.13:19.w1-w6^head head specifier head specifier head 
40.13:19.w7-w9^head head head 
40.13:19.w10-w12^head specifier head 
40.13:19.w13-w20^head head specifier head specifier specifier head qualifier 
